	TCGA-2A-A8VL	TCGA-2A-A8VO	TCGA-2A-A8VT	TCGA-2A-A8VV	TCGA-2A-A8VX	TCGA-2A-A8W1	TCGA-2A-A8W3	TCGA-2A-AAYF	TCGA-2A-AAYO	TCGA-2A-AAYU	TCGA-4L-AA1F	TCGA-CH-5737	TCGA-CH-5738	TCGA-CH-5739	TCGA-CH-5740	TCGA-CH-5741	TCGA-CH-5743	TCGA-CH-5744	TCGA-CH-5745	TCGA-CH-5746	TCGA-CH-5748	TCGA-CH-5750	TCGA-CH-5751	TCGA-CH-5752	TCGA-CH-5753	TCGA-CH-5754	TCGA-CH-5761	TCGA-CH-5762	TCGA-CH-5763	TCGA-CH-5764	TCGA-CH-5765	TCGA-CH-5766	TCGA-CH-5767	TCGA-CH-5768	TCGA-CH-5769	TCGA-CH-5771	TCGA-CH-5772	TCGA-CH-5788	TCGA-CH-5789	TCGA-CH-5790	TCGA-CH-5791	TCGA-CH-5792	TCGA-CH-5794	TCGA-EJ-5494	TCGA-EJ-5495	TCGA-EJ-5496	TCGA-EJ-5497	TCGA-EJ-5498	TCGA-EJ-5499	TCGA-EJ-5501	TCGA-EJ-5502	TCGA-EJ-5503	TCGA-EJ-5504	TCGA-EJ-5505	TCGA-EJ-5506	TCGA-EJ-5507	TCGA-EJ-5508	TCGA-EJ-5509	TCGA-EJ-5510	TCGA-EJ-5511	TCGA-EJ-5512	TCGA-EJ-5514	TCGA-EJ-5515	TCGA-EJ-5516	TCGA-EJ-5517	TCGA-EJ-5518	TCGA-EJ-5519	TCGA-EJ-5521	TCGA-EJ-5522	TCGA-EJ-5524	TCGA-EJ-5525	TCGA-EJ-5526	TCGA-EJ-5527	TCGA-EJ-5530	TCGA-EJ-5531	TCGA-EJ-5532	TCGA-EJ-5542	TCGA-EJ-7115	TCGA-EJ-7123	TCGA-EJ-7125	TCGA-EJ-7314	TCGA-EJ-7315	TCGA-EJ-7317	TCGA-EJ-7321	TCGA-EJ-7327	TCGA-EJ-7328	TCGA-EJ-7330	TCGA-EJ-7331	TCGA-EJ-7781	TCGA-EJ-7782	TCGA-EJ-7783	TCGA-EJ-7784	TCGA-EJ-7785	TCGA-EJ-7786	TCGA-EJ-7788	TCGA-EJ-7789	TCGA-EJ-7791	TCGA-EJ-7792	TCGA-EJ-7793	TCGA-EJ-7794
ARL17B	2.084	0.0223	2.1329	1.0278	1.7798	1.0649	1.0792	0.7613	2.1086	0.2216	-0.458	-0.4759	1.4945	0.6121	1.4009	1.6595	2.0762	1.4048	0.3979	2.118	1.5628	1.6914	2.1704	0.726	1.6914	1.7988	-0.6109	1.4189	0.8057	1.0298	0.5779	-0.6497	1.5133	2.0238	0.3855	1.4785	0.2407	1.776	1.1676	2.4603	-0.2126	1.0566	0.9672	1.3529	0.3914	1.5186	2.0005	1.7517	1.0389	1.1972	1.1271	0.6029	2.6312	1.1045	2.4931	2.2238	0.5491	1.0386	0.6958	0.8574	0.5682	0.3836	-0.4794	-1.9181	1.5823	1.2415	0.4388	0.8838	1.1643	0.5385	-0.1047	1.022	1.7378	2.0672	0.9243	-0.3434	0.3185	1.1855	0.6293	1.2708	-0.6622	0.2815	-0.5999	1.8261	1.3747	2.4427	2.2039	1.7798	1.4945	1.8855	0.6486	1.9135	-1.9181	1.3294	1.6354	2.2354	1.5926	-0.0766	-1.9181	1.2545
ARL4D	6.4979	6.8149	5.8206	5.7014	6.1862	3.1316	5.6831	5.8891	7.0316	6.4847	6.2324	5.5636	6.3406	5.5474	5.6079	5.3508	9.1243	7.7026	7.2544	6.612	5.5147	6.8904	8.4817	5.1458	11.5921	6.1012	5.0815	7.2729	7.1513	6.2494	6.1698	6.1004	5.5696	6.1019	6.8377	7.8842	5.797	4.828	7.5106	5.6989	6.2916	7.0651	5.9558	8.0001	6.8498	5.7395	6.3572	8.1127	6.9272	7.1081	7.3602	7.2484	5.7967	6.0282	7.1227	5.2125	6.3035	7.065	7.7021	6.1571	7.1717	5.4554	7.2372	6.3877	6.8596	6.1222	5.184	6.7097	5.8031	5.9852	4.8336	6.1494	6.6976	5.7298	6.8871	6.0497	5.6618	7.0603	5.9852	5.3948	7.131	6.0667	6.0914	5.928	6.1373	9.201	7.8098	6.5671	6.3971	4.8456	6.791	7.588	7.0961	6.1509	5.9758	4.9659	7.5193	7.2638	6.3899	7.0166
ARL9	1.746	1.8431	2.2254	2.6742	2.6578	3.1316	1.8221	2.8188	3.1135	1.2513	3.7287	1.611	2.0887	0.0834	2.3719	1.5012	3.5851	2.6496	5.6251	0.9567	2.3975	5.6401	0.8657	1.3341	4.115	-0.1234	0.9718	4.2424	3.3784	1.4384	-0.0523	-0.7136	0.8188	1.7216	2.5721	2.598	4.4335	-1.9181	-1.9181	4.0518	1.3472	2.5679	1.2796	1.7914	3.1199	3.2272	5.0273	1.268	1.4368	2.2884	2.9026	3.4843	4.0566	0.7598	0.9009	1.0996	4.1731	2.594	2.16	4.7399	2.2622	1.3857	2.9382	2.0346	1.8984	2.3207	1.5943	2.7323	2.4743	1.9832	0.6042	2.0998	2.5072	2.8287	1.9745	1.4254	2.6256	2.8712	1.2191	0.1276	1.1814	2.7275	3.1221	1.8702	1.7226	3.1933	2.1024	1.6025	0.9253	2.1437	2.0813	4.3488	1.9533	1.7934	2.9332	1.2553	2.9831	4.083	1.5969	1.9363
ARMC3	-0.3594	3.1546	-1.00E-04	6.9271	3.2983	4.6606	-1.9181	4.1772	6.3119	3.2592	0.6451	6.0008	1.9713	1.4056	2.3719	1.9475	-1.9181	3.4151	-1.9181	0.9567	4.0469	2.9246	3.0996	3.6822	4.5148	1.9066	4.3181	3.1972	1.5987	1.4384	2.4628	6.2905	3.3764	2.6625	1.3963	2.9402	1.7768	4.5894	3.242	4.0037	3.4715	2.9981	8.6253	4.8795	2.0547	0.7667	2.3064	0.4184	1.4368	2.0677	1.612	1.7452	3.6619	5.1106	0.2941	6.7459	-0.3724	5.2682	4.7779	1.1072	3.035	7.3185	2.8539	2.5362	1.7711	-0.4836	2.5296	4.9944	0.6669	2.1119	1.7669	-0.7377	2.8156	1.7111	3.3275	2.3525	4.4611	0.526	5.4461	-1.9181	-0.7406	7.1948	-0.6253	2.5299	2.0742	0.5616	4.9663	2.7512	2.3697	-1.9181	1.2636	2.619	2.5399	2.5745	0.9563	5.4309	3.2167	3.0777	0.8812	0.9137
ARMCX1	10.4447	9.0205	7.129	7.2595	6.3644	9.6123	7.5574	7.9401	7.6853	8.4382	8.705	6.6822	9.3868	7.6395	7.7492	6.4429	9.4828	9.2938	8.2699	9.4702	8.7793	9.6703	6.6129	10.1423	6.2014	9.5593	6.7019	9.5072	9.848	8.7559	7.2786	7.8003	6.2332	9.6027	9.5312	9.6341	6.8736	5.2937	9.7872	9.7368	6.4692	8.7612	6.8598	7.6869	8.6438	7.8937	8.6709	9.9723	8.2832	8.6133	8.9112	9.8651	7.7654	9.6379	9.7301	9.8388	8.7982	9.1105	8.0277	10.3108	9.9188	7.6062	10.1234	8.4277	10.2069	7.7298	6.9728	9.0336	9.8898	9.1831	7.086	8.8542	8.5479	7.5159	8.8029	7.3656	8.1861	8.0986	7.1828	6.9056	8.2468	7.2452	8.1174	8.9537	8.323	8.7437	8.9146	8.5152	9.4029	6.9228	8.6831	6.9069	9.7521	8.4714	7.3261	6.1092	9.0647	9.5788	9.934	9.0978
ARMCX2	10.0351	9.9267	9.1364	9.0285	10.0982	10.5901	8.2209	10.1016	9.924	9.9032	10.3878	11.0678	10.4431	10.3148	8.2194	11.1012	10.2315	9.8288	10.1508	10.2317	11.0648	10.5444	7.6109	10.1082	10.1339	9.0668	7.205	10.1542	10.3909	9.6216	8.2108	10.5345	10.154	10.7088	9.9006	10.2195	10.2377	10.2342	10.4516	8.221	9.6609	9.5774	9.5865	8.6289	9.4026	9.8384	10.39	10.0813	9.0113	10.8252	10.7521	10.2504	10.6776	10.2403	10.3378	10.2765	9.6276	10.3765	10.2457	10.7767	10.2555	8.2184	10.3106	9.1985	10.7666	10.0333	10.5613	10.4043	10.2225	10.4919	8.0439	10.1609	9.868	9.9924	9.531	9.5801	10.5131	10.4264	9.6607	7.5305	8.8664	8.0562	10.0279	9.6737	10.3001	10.1018	10.1623	10.0014	10.1075	10.5948	9.4253	8.0403	9.9214	10.319	10.2434	6.3757	10.7412	10.1704	10.5071	9.5058
ARMS2	-1.9181	-1.9181	-1.9181	-0.4438	-0.3801	-0.4407	-0.5703	-1.9181	-1.9181	-1.9181	-0.5193	-1.9181	-0.7442	-1.9181	-0.1867	-1.9181	0.7184	-0.0618	-0.5984	-1.9181	-1.9181	0.4772	-1.9181	-0.7686	0.2472	-1.0517	-0.0842	-0.5378	-0.4634	-1.9181	-0.7025	-1.9181	0.0203	-0.7331	-0.4381	-1.9181	-1.9181	-0.0202	-1.9181	-1.9181	-1.9181	0.0526	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	0.9048	-1.9181	-0.0624	-0.454	-1.9181	-1.9181	-0.6857	-0.1431	0.0228	-1.9181	-1.0637	-0.7661	-0.4403	-1.9181	-0.7367	-1.9181	-1.9181	-0.1612	-1.0294	-0.2941	0.1823	-1.9181	-0.6586	-1.9181	-0.7377	-1.9181	-1.9181	-1.9181	-0.8178	-1.9181	-0.6074	-0.838	-1.9181	-0.101	-1.9181	-1.9181	-0.5385	-0.8155	-0.5812	1.0871	0.5817	-0.1228	-0.2208	-0.1926	-1.9181	-1.9181	-1.9181	-0.7377	-1.9181	-1.011	-0.1222	-1.9181	-1.9181
ARNTL2	1.5055	0.6725	2.4361	1.6269	2.2628	2.1745	3.5502	2.1728	3.9018	2.0262	6.4046	2.8951	5.6186	3.6074	3.1473	2.9933	6.9239	3.0627	3.3451	3.9083	2.6095	3.7257	4.4977	3.9159	3.3799	4.8586	4.1351	5.0411	5.0432	3.3287	2.1581	3.1529	1.3297	2.941	4.6373	4.7494	1.7768	1.9531	3.9908	3.7933	4.5273	5.2426	4.4928	3.9117	5.5922	2.3374	4.3106	5.1552	5.6079	4.2462	5.4366	3.6572	4.2025	4.0612	4.1613	5.9773	5.0342	4.8105	4.3215	3.594	4.3287	5.1218	2.6687	4.8045	3.3256	4.0233	3.2677	3.735	4.4743	4.5995	4.391	4.6668	4.7308	3.1286	5.0196	3.7311	4.4406	3.9942	2.9324	3.3504	3.4527	4.7778	1.3601	3.8333	4.5256	5.6063	3.8908	5.3107	4.5123	5.0272	5.0804	3.3456	5.4542	3.303	4.1987	4.3674	4.9997	4.3836	1.7737	5.5908
ARPP21	-0.3594	4.3365	-0.6615	1.1025	-0.3801	-1.9181	0.1142	-1.9181	-0.3419	1.2513	-0.5193	0.5463	1.8435	2.3317	2.1898	-1.9181	0.7184	-1.0122	1.6021	2.1001	-0.553	2.074	2.3038	-1.9181	1.0767	0.1837	-1.9181	0.6202	3.3784	1.4384	-0.0523	0.7184	1.8631	0.3513	2.4524	2.9402	-1.9181	3.0358	-1.9181	-1.9181	0.49	2.4369	-0.8019	-1.9181	4.1514	2.8969	3.5022	3.5259	-0.7049	1.3645	5.8745	2.9756	1.928	1.2675	-0.1431	1.0996	1.4875	0.8166	3.3634	3.0107	0.974	2.802	-1.9181	2.1773	-0.1612	5.9646	1.8361	2.4555	1.4039	0.7993	2.22	1.8544	3.2448	2.6516	0.1098	-1.9181	2.3892	1.1528	0.2003	-1.9181	1.5537	4.2297	-1.9181	0.6195	2.3567	1.628	2.4684	1.079	1.8211	4.1515	2.0813	2.2005	2.0532	4.3605	3.6628	1.872	0.5084	5.1402	1.5969	1.8087
ARRDC5	0.3724	1.1754	-1.00E-04	-0.4438	-0.3801	0.2738	1.2074	0.1551	0.878	-1.9181	2.8468	0.0864	1.1757	-0.5949	0.5777	-1.9181	1.8939	0.7239	-0.5984	0.3452	1.4682	1.6243	3.0095	0.6361	1.0767	0.8393	-0.7276	-0.5378	0.246	-1.9181	-1.9181	0.7184	0.474	-0.7331	0.7528	1.6058	-1.9181	-1.9181	-1.9181	-0.3065	0.9813	0.0526	0.253	1.178	-0.1313	-0.4276	0.6242	-1.9181	-0.7049	0.7232	-0.454	0.9466	-1.9181	-0.6857	0.6292	0.4767	1.1992	1.8819	0.3044	1.1072	-0.2667	1.1875	-1.9181	-0.5345	-0.7871	-0.4836	-0.8887	0.1823	1.082	1.0766	-1.9181	-0.0971	-0.3101	-0.8938	0.1098	-1.9181	-1.9181	1.3869	-0.2275	0.5912	-0.7406	2.0078	-0.6253	1.6924	-0.1979	2.105	0.5893	1.079	-0.1228	1.2276	0.8404	0.5871	0.1338	1.2625	0.3448	0.9728	-0.4584	-0.1222	0.8812	0.6415
ARSE	3.5352	2.7889	0.4515	4.6287	1.189	1.8359	2.9308	1.2551	1.2401	3.4389	4.8931	2.5471	3.7614	2.2131	5.4547	3.921	4.1025	4.4438	4.2681	2.5762	2.6095	3.8992	1.757	2.439	1.362	2.6194	1.7306	2.8178	4.2243	3.4412	3.3308	2.4442	3.0243	4.3327	1.6349	4.3183	5.2257	-1.9181	3.242	0.9234	2.4312	3.2532	5.0853	3.4665	4.3248	1.6499	4.847	3.8276	1.7677	2.8927	3.7578	4.586	1.025	3.0839	2.871	4.6033	3.5784	4.254	2.9456	4.7526	3.7931	1.9836	3.2988	3.3304	2.4899	1.4557	2.8928	4.1429	4.082	3.246	5.3599	3.5843	3.7596	1.2948	2.8456	2.4356	4.7714	3.8448	1.6836	0.1276	2.2033	2.4507	1.1264	3.1281	1.8496	3.06	2.6924	0.8517	1.9488	1.3997	3.3263	4.5527	2.8487	0.755	3.7005	0.1552	3.8471	0.9262	4.106	2.0534
ARSF	1.5055	-1.9181	-1.9181	-0.4438	1.189	-1.9181	-0.5703	-1.9181	-1.9181	0.6175	3.2264	-0.5925	-0.1056	-1.9181	0.5777	-1.9181	0.3787	-0.4602	-1.9181	1.1865	0.5999	0.9677	-1.9181	-1.9181	1.362	0.6521	-1.9181	-0.5378	1.0754	-1.9181	-0.7025	-1.9181	-0.6452	-1.9181	-0.4381	-0.4584	-1.9181	0.772	0.7173	0.9234	-0.261	-1.9181	-1.9181	0.0892	-0.7642	-1.9181	0.1581	1.268	1.0067	-1.0128	0.514	2.3931	-1.9181	0.7598	1.1294	0.4767	1.1992	-1.0637	2.8837	-1.9181	1.8734	0.3461	2.2071	1.4955	-1.9181	0.2213	-1.9181	2.0125	1.082	-0.6586	-1.9181	0.3448	0.6957	0.7072	-0.5739	0.2297	0.5927	0.526	-1.9181	-0.5594	2.2033	-0.8531	-0.6253	0.6195	-0.1979	-1.9181	-0.1771	-0.8044	0.3165	-0.2208	0.2389	-0.1789	0.7245	1.0309	-1.9181	-1.9181	2.0709	-0.7571	1.7737	-1.9181
ARSG	4.7571	5.2785	4.3822	6.0375	5.5889	6.1612	7.1347	5.6539	4.6387	4.8809	6.1731	5.7461	7.9518	6.531	6.9067	7.9219	5.7579	5.2805	4.9609	6.703	6.4151	7.5413	6.6052	8.8352	6.9033	8.3081	7.1301	6.4182	6.3045	6.2023	8.1066	5.0469	7.5405	7.0486	7.2638	5.8212	7.0983	6.7993	5.8744	7.0012	3.6126	6.0315	7.2654	5.0803	6.3906	6.4658	7.5705	5.8748	6.6845	5.8295	6.618	5.8398	7.4483	7.4207	6.1452	3.7455	6.5657	7.1715	6.3985	8.238	5.7872	5.4881	6.5788	6.343	5.8472	7.1218	6.9854	5.7292	7.14	5.6243	7.0992	6.0796	6.2249	7.9261	6.6326	6.2863	7.1468	6.4534	6.4171	8.336	6.8217	5.8307	7.0926	6.9498	6.0802	6.2435	8.119	7.0352	5.3389	7.4734	6.7218	6.8578	6.8854	6.9917	6.3405	6.8332	6.6146	6.087	6.5196	6.309
ARSH	0.3724	-0.1059	2.6199	3.0471	-1.9181	-1.9181	0.5766	0.9726	-1.9181	2.8989	2.6617	1.4093	-0.7442	1.4056	3.7179	3.465	-0.0664	3.0627	1.4005	3.2707	1.2325	0.9677	2.3038	-0.1372	1.362	-1.9181	-1.9181	1.2542	1.3606	2.3662	2.8605	0.9931	-1.9181	2.3171	4.3664	1.0822	1.3984	-0.0202	1.0731	4.461	3.23	-1.9181	4.5699	2.4487	2.6834	2.1937	2.1766	3.8276	3.3763	0.2494	1.612	0.2806	1.3089	1.6423	0.9009	1.5332	2.8826	1.2647	1.1409	0.7501	0.974	-0.7367	-0.5148	3.882	-0.1612	0.881	-1.9181	4.1664	3.1264	4.0114	3.1784	1.7141	2.8701	4.3193	-1.9181	-1.9181	3.8015	-1.9181	-0.838	-1.9181	0.9516	2.108	-1.9181	2.4199	3.4041	1.628	-0.7994	0.2493	-0.1228	-1.9181	1.9734	3.4717	1.466	-1.9181	-0.0971	0.1552	1.232	0.6536	2.7167	-0.1324
ARSI	3.7157	5.303	3.1244	3.6973	5.1096	1.8359	4.2536	4.7776	6.1186	4.7281	7.9415	2.8951	4.7826	4.2437	3.244	2.7942	3.7045	3.4151	5.4401	3.6245	3.9722	2.5611	3.0095	2.5223	2.5357	4.9013	3.893	4.4803	6.1257	3.3287	3.3801	2.9743	3.3764	3.2783	4.4931	5.4453	3.7765	3.4708	4.4813	4.597	4.8171	5.3003	3.4291	4.3953	4.9266	1.8548	3.8389	5.0424	3.7943	5.0872	5.2985	4.8583	5.1204	4.0917	3.1568	3.9696	3.2336	4.6721	3.825	4.6746	3.7931	4.9128	4.3426	4.342	5.3645	4.3285	3.4962	4.4023	3.9149	4.7053	5.2212	4.9742	4.2245	5.2278	4.8669	4.7166	4.0107	3.4898	3.6605	5.1308	1.7091	5.3581	4.3647	3.601	5.2212	4.2355	4.8471	5.1696	4.1097	4.5307	4.3935	2.4658	5.1837	4.6737	5.5081	2.9828	5.9989	6.6254	2.3209	4.9706
ARSJ	8.2261	7.2773	6.7547	8.3275	6.1041	7.5416	6.3798	6.1783	7.6098	8.2545	8.239	8.6353	7.3907	6.3247	6.9504	6.0094	8.2349	5.9699	7.3058	7.7356	6.5367	5.5733	4.5938	4.4924	6.5168	6.1418	6.0758	7.7245	8.2668	7.387	6.4319	7.2162	5.4633	8.5703	6.8614	8.4897	6.174	5.603	7.9441	6.6013	7.0984	8.4242	7.0965	6.7676	7.6294	6.9688	7.5641	8.1182	7.5	7.8622	7.6126	7.8645	7.4879	6.8126	8.9849	7.2085	7.8154	7.9168	8.2857	6.8843	8.4103	8.5035	7.7705	7.5778	7.0568	7.4163	6.0346	7.0437	7.7022	7.5118	7.1254	8.0591	7.4064	7.3273	8.8859	6.7057	8.1753	8.0924	7.8939	8.1488	6.9441	7.9937	5.9007	6.586	8.6637	7.7674	7.851	7.2836	7.4498	7.0543	7.8554	6.1268	7.7928	8.1791	7.8254	5.1837	7.9879	7.7228	8.2586	8.0839
ART1	-1.9181	1.1754	1.8373	-0.4438	-1.9181	-1.9181	-0.5703	-1.9181	-1.9181	-0.5399	1.7208	-1.9181	0.3356	-1.9181	-1.9181	-1.9181	-0.0664	-1.0122	-1.9181	-1.9181	-1.9181	-1.9181	-1.9181	-0.1372	-1.9181	0.4368	-0.7276	-1.9181	-1.9181	-1.9181	-0.7025	-1.9181	-1.9181	-0.7331	-0.4381	-1.011	-1.9181	1.6556	-0.4651	-1.9181	-0.261	0.6342	-1.9181	-0.5903	0.9149	-1.9181	-0.5349	0.9048	-1.9181	0.2494	2.9026	-0.994	-0.4998	-0.6857	-1.9181	-0.6432	0.3565	-1.9181	-1.9181	0.2743	-1.9181	-0.7367	-1.9181	0.6249	-1.9181	1.8656	0.1257	-1.9181	-1.9181	0.7993	-1.9181	-0.0971	-0.9008	-0.8938	-0.5739	-1.9181	-0.7971	0.526	-0.838	0.5912	-0.101	0.5066	0.5016	-1.9181	-0.1979	-1.9181	0.5893	-0.8044	-0.7575	0.2076	0.2389	0.2544	1.1423	0.755	1.9823	-0.5372	0.5084	2.067	-1.9181	-0.1324
ART3	0.8555	0.6725	-0.6615	2.4441	1.189	0.7495	1.6448	0.1551	1.5293	0.9689	2.8468	0.0864	3.5728	3.1713	2.8111	1.5012	2.9095	5.3144	1.7789	2.9335	2.0064	0.9677	1.757	1.6627	2.4161	6.5022	-0.0842	3.3248	2.2843	2.3662	2.1581	1.2239	0.8188	4.2067	5.4998	1.7116	0.8841	-1.9181	2.4122	5.2403	4.6954	1.3685	3.2058	2.3391	3.8608	1.1245	2.8226	2.6228	2.2633	5.097	4.5131	2.6872	1.3089	1.2675	1.9223	1.5332	1.7276	1.3876	3.8894	1.929	1.6311	0.6839	3.1652	4.2801	0.8788	2.7652	1.3036	5.2794	2.4743	2.7084	-0.1644	2.7295	2.5743	2.8287	3.0004	-0.8178	0.5927	0.526	0.2003	-0.5594	-0.101	1.3655	2.0363	1.4896	0.5645	2.6601	1.7503	2.0938	2.4581	0.2076	2.2757	1.2812	4.2159	4.1161	2.3094	-1.9181	0.9151	5.1268	0.8812	1.5137
ART4	2.1323	2.4807	-1.00E-04	0.7455	1.189	3.1316	1.4426	2.9031	1.2401	3.054	4.1006	6.0794	0.9461	0.0834	1.4439	2.5632	2.022	3.5914	1.1661	1.1865	5.9635	3.1243	4.7129	2.3506	3.0187	3.1661	3.5189	0.6202	0.7195	2.1179	5.3523	2.1397	6.5132	1.7216	5.4846	2.7043	3.5023	-1.9181	1.5962	4.9415	3.8013	4.486	3.8248	4.9742	3.1727	1.8548	4.1118	2.0057	2.2633	2.1451	2.7612	1.5248	4.4562	2.3963	3.2569	0.8215	2.9787	2.7851	1.512	2.3854	2.8204	1.9836	2.6687	4.0397	2.4899	6.9084	1.1329	4.605	1.7824	3.5933	4.2553	2.4038	3.1598	5.5477	7.3645	2.5886	2.764	2.7077	5.9717	0.5912	5.0869	5.2195	4.1938	2.7275	2.0742	3.06	3.0025	7.3423	2.7661	2.9417	2.9239	3.8882	5.5167	3.3541	0.9563	1.4913	2.5417	1.682	3.5963	2.2626
ART5	3.5979	-0.1059	3.2962	1.8315	1.4771	2.8773	2.1222	0.9726	2.3173	2.7252	3.2264	1.611	2.5646	2.7277	2.5336	1.7415	4.3176	2.2193	2.7222	1.559	1.2325	1.333	0.8657	-0.1372	0.7208	2.6194	1.7306	2.8178	3.6138	2.5779	2.6352	3.6658	0.8188	2.8085	2.8811	5.1578	1.3984	2.5937	4.032	2.764	2.7078	4.5666	1.6068	2.4487	2.3582	2.3374	3.202	3.4572	1.6117	3.8894	3.2233	5.0972	1.7496	1.9396	2.9922	2.0076	3.7516	3.2416	3.408	3.4764	3.8509	0.3461	4.4896	3.1345	2.1236	3.3151	2.7226	2.6679	3.2113	2.9341	3.1784	3.2703	3.4732	0.7072	4.3083	1.8456	2.3009	2.7077	2.3164	0.9414	3.7677	2.9596	2.3932	1.8702	2.5928	3.3727	2.1024	1.9857	1.526	0.806	2.2757	2.2945	4.127	0.755	0.6828	-0.5372	4.2844	4.1903	3.8928	2.6074
ARX	6.3509	2.643	5.8937	5.0939	0.8287	0.7495	3.4989	6.4684	5.0346	5.8951	5.3868	6.9567	3.8305	5.5351	5.8877	8.3919	7.0114	6.5914	3.1007	6.2292	5.3176	3.5284	0.8657	6.6186	6.8524	4.4335	5.6185	0.6202	4.1514	4.0504	6.8282	6.7682	2.1334	2.6625	5.6158	6.797	3.8574	1.2804	4.2217	4.0983	4.0696	7.0114	7.7711	5.8127	4.4152	6.4421	6.5333	4.3666	4.5634	5.8177	4.805	6.2531	4.5133	8.6096	7.5128	6.6193	5.4575	8.3511	3.7917	5.0174	5.6144	4.6682	3.688	6.1049	4.6152	6.622	7.3494	5.3529	5.18	6.0589	0.6042	4.9588	4.5255	5.6997	8.0183	2.5886	5.0806	8.3445	8.5885	4.764	6.4932	6.4896	5.8148	4.6104	3.4041	5.1779	6.4541	7.001	2.2754	10.1816	4.5891	3.255	6.4544	2.4856	4.2756	3.7916	5.4606	3.0777	5.3533	7.5873
AR	8.2162	8.3187	11.4255	7.7505	7.4269	9.2501	10.4028	9.6597	8.3131	8.9363	8.6091	9.7293	9.8188	10.276	8.9282	8.3426	8.7	9.6137	9.2702	9.7484	10.2005	10.4212	11.304	11.2044	10.8944	10.3141	11.4864	10.0127	9.5819	10.3521	9.8512	9.8952	9.9785	9.9725	9.1157	9.7508	10.0286	10.7575	10.06	9.8329	10.0259	9.7845	9.5678	10.5496	10.7365	10.0987	10.2	10.3782	9.0863	9.9976	9.9968	9.8706	9.7765	10.2014	9.6707	9.38	10.5126	10.5511	9.9635	10.4403	9.0743	10.8015	10.0472	10.2923	9.2941	10.8969	10.6142	8.7229	10.1892	10.0803	11.0887	10.1935	10.4446	10.8338	10.4583	10.3395	10.1213	9.7531	10.4661	10.8577	9.8981	9.8007	9.8353	9.5214	10.7906	9.2516	11.3357	11.2	10.8907	11.0795	11.3826	10.533	10.8495	10.8118	10.2017	11.2077	10.494	9.9462	10.0088	10.6559
ASAH2B	2.6879	2.7889	3.6741	4.2899	0.3474	4.1097	4.8319	2.9827	3.7969	4.608	3.82	2.4452	3.5728	2.7277	1.0748	2.6833	1.5975	3.6188	2.5378	3.8757	2.9581	4.5469	1.2274	4.0055	2.2857	2.5133	4.5861	5.1136	4.1514	2.7626	1.7713	2.6955	3.5247	4.4925	1.1102	1.3677	2.0763	2.7566	3.8599	2.2068	3.8591	1.217	3.2993	4.7781	3.5374	3.9626	2.8226	1.7991	2.5479	2.5946	3.9438	3.9511	1.928	3.9981	3.8765	3.5741	4.4326	3.4251	4.1216	5.0893	3.7329	5.0061	4.4325	4.486	5.2135	4.685	1.8361	3.1169	4.5577	3.7985	2.8419	4.6085	4.3828	4.9752	3.072	4.813	4.0653	3.4898	3.6265	4.0364	4.084	1.1939	3.244	4.7072	3.4449	3.4279	4.4772	5.1572	5.0424	3.4128	4.351	3.8882	4.2584	4.7709	3.2703	1.872	3.4177	4.8442	4.8408	3.7595
ASAH2	1.5055	-0.1059	3.3492	1.1025	1.189	2.3181	1.6448	2.4217	1.7702	0.9689	0.6451	3.1101	3.0431	4.1819	3.5003	1.5012	2.7704	1.7092	3.693	3.7734	4.1521	0.9677	3.8363	4.1695	3.7696	1.5251	4.0192	0.9717	0.246	-1.9181	4.41	4.8364	3.0892	1.5661	2.6826	3.7261	4.2658	4.0124	2.4122	4.0983	0.49	2.8514	3.5483	2.6458	3.7949	1.8548	4.641	2.4915	4.6661	3.3826	3.1496	1.844	3.6619	1.2675	3.2077	4.1018	2.1136	3.1749	1.1409	3.5067	2.5681	3.7744	1.2875	1.2593	0.8788	2.1844	3.3479	1.5235	3.6967	1.6852	4.4748	2.2084	1.8143	2.7131	3.9385	2.5141	3.8644	1.9224	3.5559	1.8384	2.9279	0.9991	1.1264	2.6321	3.4041	2.105	1.6109	2.1943	3.0198	1.2276	2.3639	1.6085	3.0065	2.7373	1.3844	2.4218	3.3861	1.353	2.5323	2.0534
ASAM	4.9376	4.5562	4.5501	5.8383	3.8949	2.5683	4.8319	4.4813	5.7341	4.5042	8.4609	3.514	7.2016	6.2811	5.6614	2.9933	6.3095	4.2115	6.8464	5.1886	5.8533	5.3523	5.3675	4.4716	4.6268	5.1249	4.646	6.4743	7.3839	5.3294	5.2499	5.6823	5.3352	5.5581	5.8109	6.4676	5.2854	4.3552	6.2764	5.9094	5.0582	6.2227	4.7463	6.7781	7.0502	5.2335	7.2255	7.76	5.8713	5.7818	6.9895	7.131	7.0119	6.1347	6.6796	4.8106	6.4944	6.7235	6.1778	6.5624	5.4181	6.8992	6.6864	6.906	7.3295	6.5405	5.4972	5.6565	6.9677	6.7096	6.707	6.7839	7.2039	7.2202	6.5283	7.0502	7.3252	5.9118	5.4066	6.3615	4.9219	6.0729	4.9163	5.4431	7.011	6.1886	6.9354	7.5174	7.121	5.8389	6.8909	6.0345	7.4151	6.7698	7.7756	3.7916	7.7648	8.0915	5.282	7.4228
